movie1	movie2	class
Supercross	Meet the Deedles	director in common
The Assassination of Jesse James by the Coward Robert Ford	Killing Them Softly	director and 2 actors in common
Little Nicholas	Molière	director in common
Wild Card	When a Stranger Calls	director in common
Machine Gun Preacher	Finding Neverland	director in common
Machine Gun Preacher	The Kite Runner	director in common
Machine Gun Preacher	Monster's Ball	director in common
Machine Gun Preacher	Everything Put Together	director in common
Pitch Perfect 2	Pitch Perfect	 2 actors in common
Pitch Perfect 2	Movie 43	director in common
Walk the Line	Identity	director in common
Walk the Line	Girl, Interrupted	director in common
Walk the Line	Cop Land	director in common
The Borrowers	Bill & Ted's Bogus Journey	director in common
Frost/Nixon	Splash	director in common
Confessions of a Dangerous Mind	The Ides of March	director in common
Confessions of a Dangerous Mind	Good Night, and Good Luck.	director in common
Serving Sara	The Ladies Man	director in common
The Boss	Tammy	director in common
Cry Freedom	A Bridge Too Far	director in common
Cry Freedom	Gandhi	director in common
Cry Freedom	Shadowlands	director in common
Mumford	Silverado	director in common
Mumford	Darling Companion	director in common
Straight Outta Compton	Set It Off	director in common
Straight Outta Compton	Friday	director in common
Indiana Jones and the Temple of Doom	Schindler's List	director in common
Indiana Jones and the Temple of Doom	Raiders of the Lost Ark	director in common
Indiana Jones and the Temple of Doom	Close Encounters of the Third Kind	director in common
Indiana Jones and the Temple of Doom	The Color Purple	director in common
Indiana Jones and the Temple of Doom	Jaws	director in common
Indiana Jones and the Temple of Doom	E.T. the Extra-Terrestrial	director in common
The Rugrats Movie	Rugrats Go Wild	 2 actors in common
Along Came a Spider	Without Limits	 2 actors in common
Along Came a Spider	The Devil's Double	director in common
Florence Foster Jenkins	Dangerous Liaisons	director in common
Florence Foster Jenkins	Chéri	director in common
Florence Foster Jenkins	High Fidelity	director in common
Florence Foster Jenkins	Mrs Henderson Presents	director in common
Florence Foster Jenkins	The Queen	director in common
Florence Foster Jenkins	Philomena	director in common
Florence Foster Jenkins	Dirty Pretty Things	director in common
Florence Foster Jenkins	My Beautiful Laundrette	director in common
Once Upon a Time in Mexico	Spy Kids: All the Time in the World in 4D	director in common
Once Upon a Time in Mexico	Shorts	director in common
Once Upon a Time in Mexico	From Dusk Till Dawn	director in common
Once Upon a Time in Mexico	Machete Kills	director in common
Once Upon a Time in Mexico	The Faculty	director in common
Once Upon a Time in Mexico	Desperado	director in common
Once Upon a Time in Mexico	El Mariachi	director in common
Die Hard	Predator	director in common
Role Models	The Ten	director in common
Role Models	They Came Together	director in common
The Big Short	Anchorman: The Legend of Ron Burgundy	director in common
Taking Woodstock	The Ice Storm	director in common
Taking Woodstock	Sense and Sensibility	director in common
Taking Woodstock	Crouching Tiger, Hidden Dragon	director in common
Taking Woodstock	Brokeback Mountain	director in common
Miracle	Warrior	director in common
Miracle	Jane Got a Gun	director in common
Miracle	Tumbleweeds	director in common
The Wedding Planner	Bringing Down the House	director in common
The Wedding Planner	A Walk to Remember	director in common
The Royal Tenenbaums	Moonrise Kingdom	director in common
The Royal Tenenbaums	Rushmore	director in common
The Royal Tenenbaums	Bottle Rocket	director in common
Identity	Girl, Interrupted	director in common
Identity	Cop Land	director in common
Last Vegas	Cool Runnings	director in common
For Your Eyes Only	Octopussy	director in common
Serendipity	The Mighty	director in common
Timecop	Capricorn One	director in common
Safe Haven	Chocolat	director in common
Safe Haven	Dear John	director in common
Safe Haven	The Hoax	director in common
Safe Haven	The Hundred-Foot Journey	director in common
Safe Haven	Hachi: A Dog's Tale	director in common
Safe Haven	What's Eating Gilbert Grape	director in common
Hocus Pocus	High School Musical 3: Senior Year	director in common
Hocus Pocus	High School Musical 2	director in common
Hocus Pocus	High School Musical	director in common
No Reservations	The Lucky One	director in common
No Reservations	Shine	director in common
Kick-Ass	Layer Cake	director in common
30 Minutes or Less	Zombieland	director in common
Dracula 2000	My Bloody Valentine	director in common
Dracula 2000	White Noise 2: The Light	director in common
Alexander and the Terrible, Horrible, No Good, Very Bad Day	Youth in Revolt	director in common
Alexander and the Terrible, Horrible, No Good, Very Bad Day	Cedar Rapids	director in common
Alexander and the Terrible, Horrible, No Good, Very Bad Day	The Good Girl	director in common
Alexander and the Terrible, Horrible, No Good, Very Bad Day	Chuck & Buck	director in common
Blade Runner	The Counselor	director in common
Blade Runner	Alien	director in common
We Own the Night	The Yards	director in common
We Own the Night	The Immigrant	director in common
We Own the Night	Two Lovers	director in common
Just My Luck	Welcome to Mooseport	director in common
Just My Luck	My Life in Ruins	director in common
Just My Luck	Mystic Pizza	director in common
Mystery, Alaska	Austin Powers: International Man of Mystery	director in common
The Spy Next Door	Are We There Yet?	director in common
A Simple Wish	The Golden Child	director in common
Ghosts of Mars	Big Trouble in Little China	director in common
Ghosts of Mars	Vampires	director in common
Ghosts of Mars	The Fog	director in common
Ghosts of Mars	Halloween	director in common
Ghosts of Mars	Escape from New York	director in common
Ghosts of Mars	They Live	director in common
Our Brand Is Crisis	Pineapple Express	director in common
Our Brand Is Crisis	The Sitter	director in common
Our Brand Is Crisis	Joe	director in common
Our Brand Is Crisis	Snow Angels	director in common
Our Brand Is Crisis	All the Real Girls	director in common
Our Brand Is Crisis	George Washington	director in common
Pride and Prejudice and Zombies	Igby Goes Down	director in common
Kundun	Goodfellas	director in common
Kundun	Raging Bull	director in common
Kundun	New York, New York	director in common
Kundun	The Color of Money	director in common
Kundun	The Last Temptation of Christ	director in common
Kundun	Taxi Driver	director in common
Kundun	Shine a Light	director in common
Kundun	The Last Waltz	director in common
Kick-Ass 2	Never Back Down	director in common
Kick-Ass 2	Cry_Wolf	director in common
Brick Mansions	The Transporter Refueled	director in common
Knocked Up	The 40-Year-Old Virgin	director in common
Welcome Home, Roscoe Jenkins	Undercover Brother	director in common
Welcome Home, Roscoe Jenkins	Scary Movie 5	director in common
Welcome Home, Roscoe Jenkins	The Best Man Holiday	director in common
Welcome Home, Roscoe Jenkins	Roll Bounce	director in common
Welcome Home, Roscoe Jenkins	The Best Man	director in common
Welcome Home, Roscoe Jenkins	3 Strikes	 2 actors in common
A Passage to India	Lawrence of Arabia	director in common
A Passage to India	Doctor Zhivago	director in common
A Passage to India	The Bridge on the River Kwai	director in common
Notes on a Scandal	Iris	director in common
Rendition	Tsotsi	director in common
Star Trek VI: The Undiscovered Country	Star Trek IV: The Voyage Home	 2 actors in common
Star Trek VI: The Undiscovered Country	Star Trek III: The Search for Spock	 2 actors in common
Star Trek VI: The Undiscovered Country	Star Trek II: The Wrath of Khan	director and 2 actors in common
Divine Secrets of the Ya-Ya Sisterhood	Mad Money	director in common
Kiss the Girls	Homefront	director in common
Kiss the Girls	Things to Do in Denver When You're Dead	director in common
The Blues Brothers	Trading Places	director in common
The Blues Brothers	Animal House	director in common
The Blues Brothers	The Kentucky Fried Movie	director in common
The Sisterhood of the Traveling Pants 2	Just Wright	director in common
Joyful Noise	Bandslam	director in common
About a Boy	A Better Life	director in common
Lake Placid	Warlock	director in common
Lake Placid	Friday the 13th Part III	director in common
Lake Placid	Friday the 13th Part 2	director in common
The Right Stuff	Quills	director in common
Anonymous	Stonewall	director in common
The NeverEnding Story	Das Boot	director in common
The Duchess	Restless	 2 actors in common
The Newton Boys	Me and Orson Welles	director in common
The Newton Boys	School of Rock	director in common
The Newton Boys	A Scanner Darkly	director in common
The Newton Boys	Dazed and Confused	director in common
The Newton Boys	Bernie	director in common
The Newton Boys	Boyhood	director in common
The Newton Boys	Before Midnight	director in common
The Newton Boys	Before Sunrise	director in common
The Newton Boys	Before Sunset	director in common
The Newton Boys	Slacker	director in common
Suspect Zero	Shadow of the Vampire	director in common
Spy Kids: All the Time in the World in 4D	Shorts	director in common
Spy Kids: All the Time in the World in 4D	From Dusk Till Dawn	director in common
Spy Kids: All the Time in the World in 4D	Machete Kills	director in common
Spy Kids: All the Time in the World in 4D	The Faculty	director in common
Spy Kids: All the Time in the World in 4D	Desperado	director in common
Spy Kids: All the Time in the World in 4D	El Mariachi	director in common
Money Monster	The Beaver	director in common
Money Monster	Home for the Holidays	director in common
Formula 51	Freddy vs. Jason	director in common
Formula 51	Bride of Chucky	director in common
Flawless	Flatliners	director in common
Flawless	Veronica Guerin	director in common
Flawless	Phone Booth	director in common
Flawless	The Lost Boys	director in common
Mindhunters	The Covenant	director in common
Mindhunters	12 Rounds	director in common
Mindhunters	A Nightmare on Elm Street 4: The Dream Master	director in common
Mindhunters	5 Days of War	director in common
Mindhunters	Prison	director in common
What Just Happened	Rain Man	director in common
What Just Happened	Man of the Year	director in common
What Just Happened	Envy	director in common
What Just Happened	Young Sherlock Holmes	director in common
What Just Happened	Wag the Dog	director in common
What Just Happened	Good Morning, Vietnam	director in common
What Just Happened	Diner	director in common
What Just Happened	An Everlasting Piece	director in common
The Statement	F.I.S.T.	director in common
The Statement	Fiddler on the Roof	director in common
The Magic Flute	Hamlet	director in common
The Magic Flute	Henry V	director in common
The Magic Flute	Much Ado About Nothing	director in common
Paul Blart: Mall Cop	Next Friday	director in common
Freaky Friday	Mean Girls	director in common
Freaky Friday	Head Over Heels	director in common
Shakespeare in Love	The Debt	director in common
Shakespeare in Love	The Best Exotic Marigold Hotel	director in common
Shakespeare in Love	The Second Best Exotic Marigold Hotel	director in common
Kindergarten Cop	No Strings Attached	director in common
Kindergarten Cop	Draft Day	director in common
Kindergarten Cop	Twins	director in common
Kindergarten Cop	Stripes	director in common
Pineapple Express	The Sitter	director in common
Pineapple Express	Joe	director in common
Pineapple Express	Snow Angels	director in common
Pineapple Express	All the Real Girls	director in common
Pineapple Express	George Washington	director in common
Open Range	Dances with Wolves	director in common
Flatliners	Veronica Guerin	director in common
Flatliners	Phone Booth	director in common
Flatliners	The Lost Boys	director in common
A Bridge Too Far	Gandhi	director in common
A Bridge Too Far	Shadowlands	director in common
Red Eye	My Soul to Take	director in common
Red Eye	Scream 2	director in common
Red Eye	Scream	director in common
Red Eye	Vampire in Brooklyn	director in common
Red Eye	New Nightmare	director in common
Final Destination 2	Shark Night 3D	director in common
O Brother, Where Art Thou?	The Big Lebowski	director in common
Pain & Gain	Bad Boys	director in common
In Good Company	American Dreamz	director in common
In Good Company	Admission	director in common
In Good Company	American Pie	director in common
Silverado	Darling Companion	director in common
Agent Cody Banks 2: Destination London	Agent Cody Banks	 2 actors in common
Agent Cody Banks 2: Destination London	The Big Tease	director in common
New Year's Eve	Georgia Rule	director in common
New Year's Eve	Pretty Woman	director in common
The Raven	Survivor	director in common
Welcome to Mooseport	My Life in Ruins	director in common
Welcome to Mooseport	Mystic Pizza	director in common
Blood and Wine	The Postman Always Rings Twice	director in common
The Curse of the Jade Scorpion	To Rome with Love	director in common
The Curse of the Jade Scorpion	Bullets Over Broadway	director in common
The Curse of the Jade Scorpion	Deconstructing Harry	director in common
The Curse of the Jade Scorpion	Everyone Says I Love You	director in common
The Curse of the Jade Scorpion	Blue Jasmine	director in common
The Curse of the Jade Scorpion	Small Time Crooks	director in common
The Curse of the Jade Scorpion	Anything Else	director in common
The Curse of the Jade Scorpion	Vicky Cristina Barcelona	director in common
The Curse of the Jade Scorpion	Radio Days	director in common
The Curse of the Jade Scorpion	Hollywood Ending	director in common
The Curse of the Jade Scorpion	Match Point	director in common
The Curse of the Jade Scorpion	New York Stories	director in common
The Curse of the Jade Scorpion	Whatever Works	director in common
The Curse of the Jade Scorpion	You Will Meet a Tall Dark Stranger	director in common
The Curse of the Jade Scorpion	Celebrity	director in common
The Curse of the Jade Scorpion	Annie Hall	director in common
The Curse of the Jade Scorpion	Scoop	director in common
The Curse of the Jade Scorpion	Sleeper	director in common
The Curse of the Jade Scorpion	Everything You Always Wanted to Know About Sex * But Were Afraid to Ask	director in common
The Curse of the Jade Scorpion	Bananas	director in common
Accidental Love	I Heart Huckabees	director in common
Accidental Love	Silver Linings Playbook	director in common
Accidental Love	The Fighter	director in common
Accidental Love	Flirting with Disaster	director in common
The Constant Gardener	Blindness	director in common
The Constant Gardener	City of God	director in common
Mrs. Doubtfire	Home Alone 2: Lost in New York	director in common
Mrs. Doubtfire	I Love You, Beth Cooper	director in common
Mrs. Doubtfire	Home Alone	director in common
Rain Man	Man of the Year	director in common
Rain Man	Envy	director in common
Rain Man	Young Sherlock Holmes	director in common
Rain Man	Wag the Dog	director in common
Rain Man	Good Morning, Vietnam	director in common
Rain Man	Diner	director in common
Rain Man	An Everlasting Piece	director in common
Gran Torino	The Bridges of Madison County	director in common
Gran Torino	Firefox	director in common
Gran Torino	Unforgiven	director in common
Gran Torino	Letters from Iwo Jima	director in common
Gran Torino	Pale Rider	director in common
Gran Torino	High Plains Drifter	director in common
W.	Wall Street	director in common
W.	Born on the Fourth of July	director in common
W.	Platoon	director in common
W.	Salvador	director in common
W.	Talk Radio	director in common
Taken	District B13	director in common
The Best of Me	The Last Station	director in common
The Best of Me	The Emperor's Club	director in common
Schindler's List	Raiders of the Lost Ark	director in common
Schindler's List	Close Encounters of the Third Kind	director in common
Schindler's List	The Color Purple	director in common
Schindler's List	Jaws	director in common
Schindler's List	E.T. the Extra-Terrestrial	director in common
The Fifth Estate	Kinsey	director in common
The Fifth Estate	Gods and Monsters	director in common
Scooby-Doo 2: Monsters Unleashed	Beverly Hills Chihuahua	director in common
Freddy vs. Jason	Bride of Chucky	director in common
The Face of an Angel	A Mighty Heart	director in common
The Face of an Angel	The Claim	director in common
The Face of an Angel	The Killer Inside Me	director in common
The Face of an Angel	Code 46	director in common
The Face of an Angel	Tristram Shandy: A Cock and Bull Story	director in common
Jimmy Neutron: Boy Genius	Towering Inferno	 2 actors in common
Cloverfield	Let Me In	director in common
Cloverfield	The Pallbearer	director in common
The Untouchables	Scarface	director in common
The Untouchables	Blow Out	director in common
The Untouchables	Raising Cain	director in common
The Untouchables	Body Double	director in common
The Untouchables	Dressed to Kill	director in common
The Untouchables	Redacted	director in common
No Country for Old Men	Hail, Caesar!	director in common
No Country for Old Men	Inside Llewyn Davis	director in common
No Country for Old Men	A Serious Man	director in common
Ride Along	Think Like a Man Too	director in common
Ride Along	Think Like a Man	director in common
Ride Along	Barbershop	director in common
Bridget Jones's Diary	When Did You Last See Your Father?	 2 actors in common
Chocolat	Dear John	director in common
Chocolat	The Hoax	director in common
Chocolat	The Hundred-Foot Journey	director in common
Chocolat	Hachi: A Dog's Tale	director in common
Chocolat	What's Eating Gilbert Grape	director in common
Legally Blonde 2: Red, White & Blonde	Kissing Jessica Stein	director in common
Legally Blonde 2: Red, White & Blonde	The Hammer	director in common
Parental Guidance	She's the Man	director in common
Parental Guidance	The Game Plan	director in common
Parental Guidance	You Again	director in common
No Strings Attached	Draft Day	director in common
No Strings Attached	Twins	director in common
No Strings Attached	Stripes	director in common
Romeo Must Die	Cradle 2 the Grave	director in common
The Omen	Ladyhawke	director in common
Final Destination 3	Final Destination	director in common
The Lucky One	Shine	director in common
Finding Neverland	The Kite Runner	director in common
Finding Neverland	Monster's Ball	director in common
Finding Neverland	Everything Put Together	director in common
A Madea Christmas	For Colored Girls	director in common
A Madea Christmas	Why Did I Get Married Too?	director in common
A Madea Christmas	Madea's Witness Protection	director in common
A Madea Christmas	I Can Do Bad All by Myself	director in common
A Madea Christmas	Madea Goes to Jail	director in common
A Madea Christmas	Why Did I Get Married?	director in common
A Madea Christmas	Good Deeds	director in common
A Madea Christmas	Madea's Family Reunion	director in common
The Grey	Smokin' Aces	director in common
The Grey	Narc	director in common
Hide and Seek	Swimfan	director in common
Goodfellas	Raging Bull	director in common
Goodfellas	New York, New York	director in common
Goodfellas	The Color of Money	director in common
Goodfellas	The Last Temptation of Christ	director in common
Goodfellas	Taxi Driver	director in common
Goodfellas	Shine a Light	director in common
Goodfellas	The Last Waltz	director in common
Nanny McPhee	Everybody's Fine	director in common
Nanny McPhee	My Big Fat Greek Wedding 2	director in common
Nanny McPhee	Waking Ned Devine	director in common
Scarface	Blow Out	director in common
Scarface	Raising Cain	director in common
Scarface	Body Double	director in common
Scarface	Dressed to Kill	director in common
Scarface	Redacted	director in common
Nothing to Lose	Kung Pow: Enter the Fist	director in common
The Last Emperor	The Conformist	director in common
There Will Be Blood	Punch-Drunk Love	director in common
There Will Be Blood	Inherent Vice	director in common
There Will Be Blood	Boogie Nights	director in common
Undercover Brother	Scary Movie 5	director in common
Undercover Brother	The Best Man Holiday	director in common
Undercover Brother	Roll Bounce	director in common
Undercover Brother	The Best Man	director in common
The House Bunny	Strange Wilderness	director in common
Beauty Shop	Honey	director in common
Beauty Shop	Addicted	director in common
Beauty Shop	The Perfect Match	director in common
Million Dollar Arm	Lars and the Real Girl	director in common
The Giver	The Quiet American	director in common
The Giver	Catch a Fire	director in common
The Giver	Rabbit-Proof Fence	director in common
What a Girl Wants	Joe Dirt	director in common
What a Girl Wants	My Lucky Star	director in common
Jeepers Creepers II	Jeepers Creepers	director in common
Jeepers Creepers II	Peaceful Warrior	director in common
The Hours	Trash	director in common
The Hours	Billy Elliot	director in common
She's the Man	The Game Plan	director in common
She's the Man	You Again	director in common
Anacondas: The Hunt for the Blood Orchid	Halloween 4: The Return of Michael Myers	director in common
Blood Ties	Little White Lies	director in common
Tora! Tora! Tora!	Conan the Destroyer	director in common
Tora! Tora! Tora!	Red Sonja	director in common
Tora! Tora! Tora!	20,000 Leagues Under the Sea	director in common
The Sitter	Joe	director in common
The Sitter	Snow Angels	director in common
The Sitter	All the Real Girls	director in common
The Sitter	George Washington	director in common
The Shawshank Redemption	The Mist	director in common
Crocodile Dundee in Los Angeles	Harley Davidson and the Marlboro Man	director in common
Crocodile Dundee in Los Angeles	Quigley Down Under	director in common
Crocodile Dundee in Los Angeles	Crocodile Dundee II	 2 actors in common
Crocodile Dundee in Los Angeles	Crocodile Dundee	 2 actors in common
Kingpin	There's Something About Mary	director and 2 actors in common
August: Osage County	Burnt	director in common
A Lot Like Love	Made in Dagenham	director in common
He Got Game	Summer of Sam	director in common
He Got Game	Crooklyn	director in common
He Got Game	Girl 6	director in common
He Got Game	Mo' Better Blues	director in common
He Got Game	Bamboozled	director in common
He Got Game	School Daze	director in common
He Got Game	Do the Right Thing	director in common
He Got Game	25th Hour	director in common
He Got Game	The Original Kings of Comedy	director in common
He Got Game	Get on the Bus	director in common
He Got Game	Da Sweet Blood of Jesus	director in common
He Got Game	She's Gotta Have It	director in common
Dear John	The Hoax	director in common
Dear John	The Hundred-Foot Journey	director in common
Dear John	Hachi: A Dog's Tale	director in common
Dear John	What's Eating Gilbert Grape	director in common
The Losers	Stomp the Yard	director in common
Punch-Drunk Love	Inherent Vice	director in common
Punch-Drunk Love	Boogie Nights	director in common
Half Past Dead	Who's Your Caddy?	director in common
The Greatest Game Ever Played	Frailty	director in common
The Box	Southland Tales	director in common
The Box	Donnie Darko	director in common
The Next Best Thing	Eye for an Eye	director in common
The Next Best Thing	Midnight Cowboy	director in common
My Soul to Take	Scream 2	director in common
My Soul to Take	Scream	director in common
My Soul to Take	Vampire in Brooklyn	director in common
My Soul to Take	New Nightmare	director in common
The Girl Next Door	The Animal	director in common
The Girl Next Door	Let's Be Cops	director in common
Stealing Harvard	Superstar	director in common
Draft Day	Twins	director in common
Draft Day	Stripes	director in common
Lifeforce	Invaders from Mars	director in common
Lifeforce	The Texas Chain Saw Massacre	director in common
Lifeforce	The Texas Chainsaw Massacre 2	director in common
The Conspirator	Ordinary People	director in common
Lords of Dogtown	Thirteen	director in common
Lords of Dogtown	Plush	director in common
The 33	Miracles from Heaven	director in common
The 33	Under the Same Moon	director in common
Big Trouble in Little China	Vampires	director in common
Big Trouble in Little China	The Fog	director in common
Big Trouble in Little China	Halloween	director in common
Big Trouble in Little China	Escape from New York	director in common
Big Trouble in Little China	They Live	director in common
Warrior	Jane Got a Gun	director in common
Warrior	Tumbleweeds	director in common
Michael Collins	The End of the Affair	director in common
Michael Collins	We're No Angels	director in common
Michael Collins	Ondine	director in common
Michael Collins	The Crying Game	director in common
Stop-Loss	Boys Don't Cry	director in common
Mrs. Winterbourne	Marci X	director in common
Mrs. Winterbourne	My Stepmother Is an Alien	director in common
Straw Dogs	Resurrecting the Champ	director in common
Straw Dogs	The Contender	director in common
Straw Dogs	Deterrence	director in common
The Hoax	The Hundred-Foot Journey	director in common
The Hoax	Hachi: A Dog's Tale	director in common
The Hoax	What's Eating Gilbert Grape	director in common
Stone Cold	Action Jackson	director in common
The Road	Triple 9	director in common
The Road	The Proposition	director in common
The World's Fastest Indian	The Bank Job	director in common
The World's Fastest Indian	The Bounty	director in common
The World's Fastest Indian	The November Man	director in common
Tank Girl	Freddy's Dead: The Final Nightmare	director in common
Blindness	City of God	director in common
BloodRayne	Alone in the Dark	director in common
BloodRayne	In the Name of the King: The Last Job	director in common
BloodRayne	Rampage	director in common
Carnage	Rosemary's Baby	director in common
Where the Truth Lies	Ararat	director in common
Where the Truth Lies	Felicia's Journey	director in common
Where the Truth Lies	Chloe	director in common
Where the Truth Lies	The Sweet Hereafter	director in common
Where the Truth Lies	Exotica	director in common
Me and Orson Welles	School of Rock	director in common
Me and Orson Welles	A Scanner Darkly	director in common
Me and Orson Welles	Dazed and Confused	director in common
Me and Orson Welles	Bernie	director in common
Me and Orson Welles	Boyhood	director in common
Me and Orson Welles	Before Midnight	director in common
Me and Orson Welles	Before Sunrise	director in common
Me and Orson Welles	Before Sunset	director in common
Me and Orson Welles	Slacker	director in common
Bad Lieutenant: Port of Call New Orleans	Rescue Dawn	director in common
The Counselor	Alien	director in common
Kung Fu Killer	Bodyguards and Assassins	director in common
Red Sky	Redemption Road	director in common
Dangerous Liaisons	Chéri	director in common
Dangerous Liaisons	High Fidelity	director in common
Dangerous Liaisons	Mrs Henderson Presents	director in common
Dangerous Liaisons	The Queen	director in common
Dangerous Liaisons	Philomena	director in common
Dangerous Liaisons	Dirty Pretty Things	director in common
Dangerous Liaisons	My Beautiful Laundrette	director in common
On the Road	Central Station	director in common
Star Trek IV: The Voyage Home	Star Trek III: The Search for Spock	director and 3 actors in common
Star Trek IV: The Voyage Home	3 Men and a Baby	director in common
Star Trek IV: The Voyage Home	Star Trek II: The Wrath of Khan	 2 actors in common
Scream 2	Scream	director in common
Scream 2	Vampire in Brooklyn	director in common
Scream 2	New Nightmare	director in common
Jane Got a Gun	Tumbleweeds	director in common
Think Like a Man Too	Think Like a Man	director and 2 actors in common
Think Like a Man Too	Barbershop	director in common
The Whole Nine Yards	My Cousin Vinny	director in common
The Whole Nine Yards	Wild Target	director in common
Old School	School for Scoundrels	director in common
Old School	Road Trip	director in common
The Fisher King	Fear and Loathing in Las Vegas	director in common
The Fisher King	Brazil	director in common
The Fisher King	Time Bandits	director in common
The Fisher King	Monty Python and the Holy Grail	director in common
Zack and Miri Make a Porno	Jay and Silent Bob Strike Back	director in common
Zack and Miri Make a Porno	Dogma	director in common
Zack and Miri Make a Porno	Mallrats	director in common
Zack and Miri Make a Porno	Clerks II	director in common
Zack and Miri Make a Porno	Yoga Hosers	director in common
Zack and Miri Make a Porno	Red State	director in common
Zack and Miri Make a Porno	Tusk	director in common
Zack and Miri Make a Porno	Chasing Amy	director in common
Zack and Miri Make a Porno	Clerks	director in common
Nurse Betty	Lakeview Terrace	director in common
Nurse Betty	In the Company of Men	director in common
Double Take	DysFunktional Family	director in common
Girl, Interrupted	Cop Land	director in common
Win a Date with Tad Hamilton!	Legally Blonde	director in common
Muppets from Space	Max Keeble's Big Move	director in common
The Wiz	The Verdict	director in common
The Wiz	Find Me Guilty	director in common
The Wiz	Critical Care	director in common
The Wiz	Network	director in common
The Wiz	12 Angry Men	director in common
Ready to Rumble	Hardball	director in common
Ready to Rumble	Varsity Blues	director in common
Play It to the Bone	Dark Blue	director in common
I Don't Know How She Does It	Infamous	director in common
I Don't Know How She Does It	Nicholas Nickleby	director in common
Piranha 3D	The Hills Have Eyes	director in common
Piranha 3D	High Tension	director in common
Beyond the Sea	Albino Alligator	director in common
Faster	Soul Food	director in common
Howl's Moving Castle	Princess Mononoke	director in common
Howl's Moving Castle	Spirited Away	director in common
Star Wars: Episode V - The Empire Strikes Back	Star Wars: Episode IV - A New Hope	 2 actors in common
The Naked Gun 2½: The Smell of Fear	An American Carol	director in common
The Naked Gun 2½: The Smell of Fear	My Boss's Daughter	director in common
Final Destination	The Forsaken	 2 actors in common
The Ides of March	Good Night, and Good Luck.	director in common
Pitch Black	A Perfect Getaway	director in common
Someone Like You...	A Walk on the Moon	director in common
Her	Adaptation.	director in common
Her	Being John Malkovich	director in common
Joy Ride	Rounders	director in common
Joy Ride	You Kill Me	director in common
Anywhere But Here	Because of Winn-Dixie	director in common
Anywhere But Here	Snow Flower and the Secret Fan	director in common
Haywire	The Informant!	director in common
Haywire	The Limey	director in common
Haywire	Magic Mike	director in common
Haywire	Full Frontal	director in common
Haywire	Sex, Lies, and Videotape	director in common
Marvin's Room	The Deer Hunter	 2 actors in common
The End of the Affair	We're No Angels	director in common
The End of the Affair	Ondine	director in common
The End of the Affair	The Crying Game	director in common
Harley Davidson and the Marlboro Man	Quigley Down Under	director in common
In the Valley of Elah	Crash	director in common
Coco Before Chanel	Adore	director in common
Chéri	High Fidelity	director in common
Chéri	Mrs Henderson Presents	director in common
Chéri	The Queen	director in common
Chéri	Philomena	director in common
Chéri	Dirty Pretty Things	director in common
Chéri	My Beautiful Laundrette	director in common
Vanity Fair	The Perez Family	director in common
Vanity Fair	The Namesake	director in common
Vanity Fair	Kama Sutra: A Tale of Love	director in common
Vanity Fair	Monsoon Wedding	director in common
1408	Derailed	director in common
Spaceballs	History of the World: Part I	director in common
Spaceballs	Silent Movie	director in common
Spaceballs	High Anxiety	director in common
Spaceballs	Young Frankenstein	director in common
Spaceballs	Blazing Saddles	director in common
The Game Plan	You Again	director in common
The Bridges of Madison County	Firefox	director in common
The Bridges of Madison County	Unforgiven	director in common
The Bridges of Madison County	Letters from Iwo Jima	director in common
The Bridges of Madison County	Pale Rider	director in common
The Bridges of Madison County	High Plains Drifter	director in common
The Animal	Let's Be Cops	director in common
Gandhi	Shadowlands	director in common
The Hundred-Foot Journey	Hachi: A Dog's Tale	director in common
The Hundred-Foot Journey	What's Eating Gilbert Grape	director in common
The Net	Life as a House	director in common
The Net	De-Lovely	director in common
I Am Sam	Love the Coopers	director in common
The Informant!	The Limey	director in common
The Informant!	Magic Mike	director in common
The Informant!	Full Frontal	director in common
The Informant!	Sex, Lies, and Videotape	director in common
Saving Silverman	Happy Gilmore	director in common
Diary of a Wimpy Kid: Dog Days	Diary of a Wimpy Kid: Rodrick Rules	director and 2 actors in common
Diary of a Wimpy Kid: Dog Days	Diary of a Wimpy Kid	 2 actors in common
Summer of Sam	Crooklyn	director in common
Summer of Sam	Girl 6	director in common
Summer of Sam	Mo' Better Blues	director in common
Summer of Sam	Bamboozled	director in common
Summer of Sam	School Daze	director in common
Summer of Sam	Do the Right Thing	director in common
Summer of Sam	25th Hour	director in common
Summer of Sam	The Original Kings of Comedy	director in common
Summer of Sam	Get on the Bus	director in common
Summer of Sam	Da Sweet Blood of Jesus	director in common
Summer of Sam	She's Gotta Have It	director in common
Jay and Silent Bob Strike Back	Dogma	director in common
Jay and Silent Bob Strike Back	Mallrats	director in common
Jay and Silent Bob Strike Back	Clerks II	director in common
Jay and Silent Bob Strike Back	Yoga Hosers	director in common
Jay and Silent Bob Strike Back	Red State	director in common
Jay and Silent Bob Strike Back	Tusk	director in common
Jay and Silent Bob Strike Back	Chasing Amy	director in common
Jay and Silent Bob Strike Back	Clerks	director in common
Hail, Caesar!	Inside Llewyn Davis	director in common
Hail, Caesar!	A Serious Man	director in common
Josie and the Pussycats	Can't Hardly Wait	director in common
Homefront	Things to Do in Denver When You're Dead	director in common
The Little Vampire	The Baader Meinhof Complex	director in common
I Heart Huckabees	Silver Linings Playbook	director in common
I Heart Huckabees	The Fighter	director in common
I Heart Huckabees	Flirting with Disaster	director in common
